TIME,CH1
-1.7610e-04,0
-1.7606e-04,0
-1.7602e-04,0
-1.7598e-04,0
-1.7594e-04,0.004
-1.7590e-04,0
-1.7586e-04,0.004
-1.7582e-04,0
-1.7578e-04,0.004
-1.7574e-04,0.004
-1.7570e-04,0
-1.7566e-04,0
-1.7562e-04,0.004
-1.7558e-04,0
-1.7554e-04,0.004
-1.7550e-04,0
-1.7546e-04,0
-1.7542e-04,0
-1.7538e-04,0.004
-1.7534e-04,0
-1.7530e-04,0
-1.7526e-04,0
-1.7522e-04,0
-1.7518e-04,0.004
-1.7514e-04,0
-1.7510e-04,0
-1.7506e-04,0
-1.7502e-04,0.004
-1.7498e-04,0
-1.7494e-04,0.004
-1.7490e-04,0
-1.7486e-04,0
-1.7482e-04,0
-1.7478e-04,0
-1.7474e-04,0
-1.7470e-04,0
-1.7466e-04,0
-1.7462e-04,0
-1.7458e-04,0
-1.7454e-04,0
-1.7450e-04,0
-1.7446e-04,0.004
-1.7442e-04,0
-1.7438e-04,0
-1.7434e-04,0
-1.7430e-04,0
-1.7426e-04,0
-1.7422e-04,0
-1.7418e-04,0.004
-1.7414e-04,0
-1.7410e-04,0
-1.7406e-04,0
-1.7402e-04,0
-1.7398e-04,0
-1.7394e-04,0.004
-1.7390e-04,0
-1.7386e-04,0
-1.7382e-04,0
-1.7378e-04,0.004
-1.7374e-04,0
-1.7370e-04,0.004
-1.7366e-04,0
-1.7362e-04,0.004
-1.7358e-04,0
-1.7354e-04,0.004
-1.7350e-04,0
-1.7346e-04,0.004
-1.7342e-04,0
-1.7338e-04,0
-1.7334e-04,0.004
-1.7330e-04,0
-1.7326e-04,0.004
-1.7322e-04,0
-1.7318e-04,0
-1.7314e-04,0.004
-1.7310e-04,0
-1.7306e-04,0
-1.7302e-04,0
-1.7298e-04,0
-1.7294e-04,0
-1.7290e-04,0
-1.7286e-04,0
-1.7282e-04,0
-1.7278e-04,0
-1.7274e-04,0
-1.7270e-04,-0.004
-1.7266e-04,0.004
-1.7262e-04,0
-1.7258e-04,0
-1.7254e-04,0
-1.7250e-04,0.004
-1.7246e-04,0.004
-1.7242e-04,0
-1.7238e-04,0.004
-1.7234e-04,0.004
-1.7230e-04,0
-1.7226e-04,0
-1.7222e-04,0.004
-1.7218e-04,0
-1.7214e-04,0
-1.7210e-04,0.004
-1.7206e-04,0
-1.7202e-04,0
-1.7198e-04,0
-1.7194e-04,0.004
-1.7190e-04,0
-1.7186e-04,0
-1.7182e-04,0
-1.7178e-04,0
-1.7174e-04,0
-1.7170e-04,0
-1.7166e-04,0
-1.7162e-04,0.004
-1.7158e-04,0
-1.7154e-04,0
-1.7150e-04,0.004
-1.7146e-04,0
-1.7142e-04,0.004
-1.7138e-04,0
-1.7134e-04,0.004
-1.7130e-04,0
-1.7126e-04,0
-1.7122e-04,0
-1.7118e-04,0.004
-1.7114e-04,0
-1.7110e-04,0.004
-1.7106e-04,0.004
-1.7102e-04,0
-1.7098e-04,0.004
-1.7094e-04,0
-1.7090e-04,0
-1.7086e-04,0
-1.7082e-04,0
-1.7078e-04,0
-1.7074e-04,0
-1.7070e-04,0.004
-1.7066e-04,0
-1.7062e-04,0
-1.7058e-04,-0.004
-1.7054e-04,0
-1.7050e-04,0.004
-1.7046e-04,0
-1.7042e-04,0
-1.7038e-04,0.004
